Dataset,Missingness Ratio,Mechanism,Iteration,Impute,ROC-AUC Score,precision,recall,sensitivity,specificity,ppv,npv,f1
open_ml_breast_cancer,0.2,MAR,2,default-branch,0.720918221,0.7,0.411764706,0.411764706,0.926829268,0.7,0.791666667,0.518518519
open_ml_breast_cancer,0.2,MAR,3,default-branch,0.816241033,0.846153846,0.647058824,0.647058824,0.951219512,0.846153846,0.866666667,0.733333333
open_ml_breast_cancer,0.2,MAR,4,default-branch,0.813084648,0.75,0.529411765,0.529411765,0.926829268,0.75,0.826086957,0.620689655
open_ml_breast_cancer,0.2,MAR,5,default-branch,0.773314204,0.777777778,0.411764706,0.411764706,0.951219512,0.777777778,0.795918367,0.538461538
open_ml_breast_cancer,0.2,MAR,6,default-branch,0.777733142,0.777777778,0.411764706,0.411764706,0.951219512,0.777777778,0.795918367,0.538461538
open_ml_breast_cancer,0.2,MAR,7,default-branch,0.767001435,0.769230769,0.588235294,0.588235294,0.926829268,0.769230769,0.844444444,0.666666667
open_ml_breast_cancer,0.2,MAR,8,default-branch,0.834548063,0.8,0.470588235,0.470588235,0.951219512,0.8,0.8125,0.592592593
open_ml_breast_cancer,0.2,MAR,9,default-branch,0.801090387,0.875,0.411764706,0.411764706,0.975609756,0.875,0.8,0.56
open_ml_breast_cancer,0.2,MAR,10,default-branch,0.78215208,0.916666667,0.647058824,0.647058824,0.975609756,0.916666667,0.869565217,0.75862069
open_ml_breast_cancer,0.2,MNAR,1,default-branch,0.852223816,0.888888889,0.470588235,0.470588235,0.975609756,0.888888889,0.816326531,0.615384615
open_ml_breast_cancer,0.2,MNAR,2,default-branch,0.806771879,0.833333333,0.588235294,0.588235294,0.951219512,0.833333333,0.847826087,0.689655172
open_ml_breast_cancer,0.2,MNAR,3,default-branch,0.849698709,1,0.647058824,0.647058824,1,1,0.872340426,0.785714286
open_ml_breast_cancer,0.2,MNAR,4,default-branch,0.808034433,1,0.470588235,0.470588235,1,1,0.82,0.64
open_ml_breast_cancer,0.2,MNAR,5,default-branch,0.696929699,1,0.352941176,0.352941176,1,1,0.788461538,0.52173913
open_ml_breast_cancer,0.2,MNAR,6,default-branch,0.811190818,1,0.588235294,0.588235294,1,1,0.854166667,0.740740741
open_ml_breast_cancer,0.2,MNAR,7,default-branch,0.749325681,0.818181818,0.529411765,0.529411765,0.951219512,0.818181818,0.829787234,0.642857143
open_ml_breast_cancer,0.2,MNAR,8,default-branch,0.834548063,0.818181818,0.529411765,0.529411765,0.951219512,0.818181818,0.829787234,0.642857143
open_ml_breast_cancer,0.2,MNAR,9,default-branch,0.804246772,0.75,0.352941176,0.352941176,0.951219512,0.75,0.78,0.48
open_ml_breast_cancer,0.2,MNAR,10,default-branch,0.770157819,0.916666667,0.647058824,0.647058824,0.975609756,0.916666667,0.869565217,0.75862069
open_ml_breast_cancer,0.3,MCAR,1,default-branch,0.783414634,0.9,0.529411765,0.529411765,0.975609756,0.9,0.833333333,0.666666667
open_ml_breast_cancer,0.3,MCAR,2,default-branch,0.762582496,0.9,0.529411765,0.529411765,0.975609756,0.9,0.833333333,0.666666667
open_ml_breast_cancer,0.3,MCAR,3,default-branch,0.777101865,0.727272727,0.470588235,0.470588235,0.926829268,0.727272727,0.808510638,0.571428571
open_ml_breast_cancer,0.3,MCAR,4,default-branch,0.802352941,0.888888889,0.470588235,0.470588235,0.975609756,0.888888889,0.816326531,0.615384615
open_ml_breast_cancer,0.3,MCAR,5,default-branch,0.770789096,0.8,0.470588235,0.470588235,0.951219512,0.8,0.8125,0.592592593
open_ml_breast_cancer,0.3,MCAR,6,default-branch,0.756901004,0.875,0.411764706,0.411764706,0.975609756,0.875,0.8,0.56
open_ml_breast_cancer,0.3,MCAR,7,default-branch,0.813715925,0.857142857,0.705882353,0.705882353,0.951219512,0.857142857,0.886363636,0.774193548
open_ml_breast_cancer,0.3,MCAR,8,default-branch,0.821291248,1,0.470588235,0.470588235,1,1,0.82,0.64
open_ml_breast_cancer,0.3,MCAR,9,default-branch,0.811822095,0.916666667,0.647058824,0.647058824,0.975609756,0.916666667,0.869565217,0.75862069
open_ml_breast_cancer,0.3,MCAR,10,default-branch,0.809928264,0.888888889,0.470588235,0.470588235,0.975609756,0.888888889,0.816326531,0.615384615
open_ml_breast_cancer,0.3,MAR,1,default-branch,0.776470588,0.75,0.529411765,0.529411765,0.926829268,0.75,0.826086957,0.620689655
open_ml_breast_cancer,0.3,MAR,2,default-branch,0.743012912,0.733333333,0.647058824,0.647058824,0.902439024,0.733333333,0.860465116,0.6875
open_ml_breast_cancer,0.3,MAR,3,default-branch,0.807403156,0.785714286,0.647058824,0.647058824,0.926829268,0.785714286,0.863636364,0.709677419
open_ml_breast_cancer,0.3,MAR,4,default-branch,0.781520803,0.75,0.529411765,0.529411765,0.926829268,0.75,0.826086957,0.620689655
open_ml_breast_cancer,0.3,MAR,5,default-branch,0.777733142,0.727272727,0.470588235,0.470588235,0.926829268,0.727272727,0.808510638,0.571428571
open_ml_breast_cancer,0.3,MAR,6,default-branch,0.805509326,0.9,0.529411765,0.529411765,0.975609756,0.9,0.833333333,0.666666667
open_ml_breast_cancer,0.3,MAR,7,default-branch,0.748063128,0.9,0.529411765,0.529411765,0.975609756,0.9,0.833333333,0.666666667
open_ml_breast_cancer,0.3,MAR,8,default-branch,0.740487805,0.833333333,0.588235294,0.588235294,0.951219512,0.833333333,0.847826087,0.689655172
open_ml_breast_cancer,0.3,MAR,9,default-branch,0.767001435,0.9,0.529411765,0.529411765,0.975609756,0.9,0.833333333,0.666666667
open_ml_breast_cancer,0.3,MAR,10,default-branch,0.799827834,0.818181818,0.529411765,0.529411765,0.951219512,0.818181818,0.829787234,0.642857143
open_ml_breast_cancer,0.3,MNAR,1,default-branch,0.775208034,1,0.411764706,0.411764706,1,1,0.803921569,0.583333333
open_ml_breast_cancer,0.3,MNAR,2,default-branch,0.825710187,0.888888889,0.470588235,0.470588235,0.975609756,0.888888889,0.816326531,0.615384615
open_ml_breast_cancer,0.3,MNAR,3,default-branch,0.732912482,0.909090909,0.588235294,0.588235294,0.975609756,0.909090909,0.85106383,0.714285714
open_ml_breast_cancer,0.3,MNAR,4,default-branch,0.829497848,1,0.411764706,0.411764706,1,1,0.803921569,0.583333333
open_ml_breast_cancer,0.3,MNAR,5,default-branch,0.744275466,0.857142857,0.352941176,0.352941176,0.975609756,0.857142857,0.784313725,0.5
open_ml_breast_cancer,0.3,MNAR,6,default-branch,0.76384505,0.875,0.411764706,0.411764706,0.975609756,0.875,0.8,0.56
open_ml_breast_cancer,0.3,MNAR,7,default-branch,0.809296987,0.8,0.235294118,0.235294118,0.975609756,0.8,0.754716981,0.363636364
open_ml_breast_cancer,0.3,MNAR,8,default-branch,0.770789096,0.8,0.470588235,0.470588235,0.951219512,0.8,0.8125,0.592592593
open_ml_breast_cancer,0.3,MNAR,9,default-branch,0.832654232,0.818181818,0.529411765,0.529411765,0.951219512,0.818181818,0.829787234,0.642857143
open_ml_breast_cancer,0.3,MNAR,10,default-branch,0.794146341,0.857142857,0.352941176,0.352941176,0.975609756,0.857142857,0.784313725,0.5
pima_indians_diabetes,0.1,MCAR,1,default-branch,0.867114784,0.85106383,0.727272727,0.727272727,0.929292929,0.85106383,0.859813084,0.784313725
pima_indians_diabetes,0.1,MCAR,2,default-branch,0.855625344,0.833333333,0.818181818,0.818181818,0.909090909,0.833333333,0.9,0.825688073
pima_indians_diabetes,0.1,MCAR,3,default-branch,0.872352617,0.846153846,0.8,0.8,0.919191919,0.846153846,0.892156863,0.822429907
pima_indians_diabetes,0.1,MCAR,4,default-branch,0.835856749,0.754716981,0.727272727,0.727272727,0.868686869,0.754716981,0.851485149,0.740740741
pima_indians_diabetes,0.1,MCAR,5,default-branch,0.870240588,0.843137255,0.781818182,0.781818182,0.919191919,0.843137255,0.883495146,0.811320755
pima_indians_diabetes,0.1,MCAR,6,default-branch,0.872014692,0.829787234,0.709090909,0.709090909,0.919191919,0.829787234,0.85046729,0.764705882
pima_indians_diabetes,0.1,MCAR,7,default-branch,0.880124885,0.886792453,0.854545455,0.854545455,0.939393939,0.886792453,0.920792079,0.87037037
pima_indians_diabetes,0.1,MCAR,8,default-branch,0.854780533,0.811320755,0.781818182,0.781818182,0.898989899,0.811320755,0.881188119,0.796296296
pima_indians_diabetes,0.1,MCAR,9,default-branch,0.847515152,0.84,0.763636364,0.763636364,0.919191919,0.84,0.875,0.8
pima_indians_diabetes,0.1,MCAR,10,default-branch,0.845403122,0.777777778,0.763636364,0.763636364,0.878787879,0.777777778,0.87,0.770642202
pima_indians_diabetes,0.1,MAR,1,default-branch,0.847261708,0.796296296,0.781818182,0.781818182,0.888888889,0.796296296,0.88,0.788990826
pima_indians_diabetes,0.1,MAR,2,default-branch,0.854780533,0.84,0.763636364,0.763636364,0.919191919,0.84,0.875,0.8
pima_indians_diabetes,0.1,MAR,3,default-branch,0.855625344,0.84,0.763636364,0.763636364,0.919191919,0.84,0.875,0.8
pima_indians_diabetes,0.1,MAR,4,default-branch,0.858751148,0.854166667,0.745454545,0.745454545,0.929292929,0.854166667,0.867924528,0.796116505
pima_indians_diabetes,0.1,MAR,5,default-branch,0.851401286,0.811320755,0.781818182,0.781818182,0.898989899,0.811320755,0.881188119,0.796296296
pima_indians_diabetes,0.1,MAR,6,default-branch,0.851654729,0.803921569,0.745454545,0.745454545,0.898989899,0.803921569,0.86407767,0.773584906
pima_indians_diabetes,0.1,MAR,7,default-branch,0.851401286,0.823529412,0.763636364,0.763636364,0.909090909,0.823529412,0.873786408,0.79245283
pima_indians_diabetes,0.1,MAR,8,default-branch,0.862637282,0.884615385,0.836363636,0.836363636,0.939393939,0.884615385,0.911764706,0.859813084
pima_indians_diabetes,0.1,MAR,9,default-branch,0.856808081,0.811320755,0.781818182,0.781818182,0.898989899,0.811320755,0.881188119,0.796296296
pima_indians_diabetes,0.1,MAR,10,default-branch,0.853682277,0.811320755,0.781818182,0.781818182,0.898989899,0.811320755,0.881188119,0.796296296
pima_indians_diabetes,0.1,MNAR,1,default-branch,0.869057851,0.8,0.8,0.8,0.888888889,0.8,0.888888889,0.8
pima_indians_diabetes,0.1,MNAR,2,default-branch,0.858835629,0.911111111,0.745454545,0.745454545,0.95959596,0.911111111,0.871559633,0.82
pima_indians_diabetes,0.1,MNAR,3,default-branch,0.854780533,0.79245283,0.763636364,0.763636364,0.888888889,0.79245283,0.871287129,0.777777778
pima_indians_diabetes,0.1,MNAR,4,default-branch,0.854442608,0.79245283,0.763636364,0.763636364,0.888888889,0.79245283,0.871287129,0.777777778
pima_indians_diabetes,0.1,MNAR,5,default-branch,0.85892011,0.803921569,0.745454545,0.745454545,0.898989899,0.803921569,0.86407767,0.773584906
pima_indians_diabetes,0.1,MNAR,6,default-branch,0.86753719,0.781818182,0.781818182,0.781818182,0.878787879,0.781818182,0.878787879,0.781818182
pima_indians_diabetes,0.1,MNAR,7,default-branch,0.852668503,0.830188679,0.8,0.8,0.909090909,0.830188679,0.891089109,0.814814815
pima_indians_diabetes,0.1,MNAR,8,default-branch,0.882321396,0.875,0.763636364,0.763636364,0.939393939,0.875,0.877358491,0.815533981
pima_indians_diabetes,0.1,MNAR,9,default-branch,0.860440771,0.814814815,0.8,0.8,0.898989899,0.814814815,0.89,0.80733945
pima_indians_diabetes,0.1,MNAR,10,default-branch,0.870494031,0.869565217,0.727272727,0.727272727,0.939393939,0.869565217,0.861111111,0.792079208
pima_indians_diabetes,0.2,MCAR,1,default-branch,0.848444444,0.777777778,0.636363636,0.636363636,0.898989899,0.777777778,0.816513761,0.7
pima_indians_diabetes,0.2,MCAR,2,default-branch,0.847599633,0.888888889,0.727272727,0.727272727,0.949494949,0.888888889,0.862385321,0.8
pima_indians_diabetes,0.2,MCAR,3,default-branch,0.831801653,0.803921569,0.745454545,0.745454545,0.898989899,0.803921569,0.86407767,0.773584906
pima_indians_diabetes,0.2,MCAR,4,default-branch,0.845910009,0.85,0.618181818,0.618181818,0.939393939,0.85,0.815789474,0.715789474
pima_indians_diabetes,0.2,MCAR,5,default-branch,0.841348026,0.781818182,0.781818182,0.781818182,0.878787879,0.781818182,0.878787879,0.781818182
pima_indians_diabetes,0.2,MCAR,6,default-branch,0.868044077,0.857142857,0.763636364,0.763636364,0.929292929,0.857142857,0.876190476,0.807692308
pima_indians_diabetes,0.2,MCAR,7,default-branch,0.855456382,0.784313725,0.727272727,0.727272727,0.888888889,0.784313725,0.854368932,0.754716981
pima_indians_diabetes,0.2,MCAR,8,default-branch,0.83948944,0.836734694,0.745454545,0.745454545,0.919191919,0.836734694,0.866666667,0.788461538
pima_indians_diabetes,0.2,MCAR,9,default-branch,0.861623508,0.87755102,0.781818182,0.781818182,0.939393939,0.87755102,0.885714286,0.826923077
pima_indians_diabetes,0.2,MCAR,10,default-branch,0.862130395,0.88372093,0.690909091,0.690909091,0.949494949,0.88372093,0.846846847,0.775510204
pima_indians_diabetes,0.2,MAR,1,default-branch,0.857061524,0.865384615,0.818181818,0.818181818,0.929292929,0.865384615,0.901960784,0.841121495
pima_indians_diabetes,0.2,MAR,2,default-branch,0.854865014,0.821428571,0.836363636,0.836363636,0.898989899,0.821428571,0.908163265,0.828828829
pima_indians_diabetes,0.2,MAR,3,default-branch,0.831548209,0.777777778,0.763636364,0.763636364,0.878787879,0.777777778,0.87,0.770642202
pima_indians_diabetes,0.2,MAR,4,default-branch,0.856385675,0.849056604,0.818181818,0.818181818,0.919191919,0.849056604,0.900990099,0.833333333
pima_indians_diabetes,0.2,MAR,5,default-branch,0.860609734,0.811320755,0.781818182,0.781818182,0.898989899,0.811320755,0.881188119,0.796296296
pima_indians_diabetes,0.2,MAR,6,default-branch,0.850640955,0.811320755,0.781818182,0.781818182,0.898989899,0.811320755,0.881188119,0.796296296
pima_indians_diabetes,0.2,MAR,7,default-branch,0.867790634,0.836363636,0.836363636,0.836363636,0.909090909,0.836363636,0.909090909,0.836363636
pima_indians_diabetes,0.2,MAR,8,default-branch,0.836025712,0.807017544,0.836363636,0.836363636,0.888888889,0.807017544,0.907216495,0.821428571
pima_indians_diabetes,0.2,MAR,9,default-branch,0.828760331,0.788461538,0.745454545,0.745454545,0.888888889,0.788461538,0.862745098,0.76635514
pima_indians_diabetes,0.2,MAR,10,default-branch,0.861707989,0.86,0.781818182,0.781818182,0.929292929,0.86,0.884615385,0.819047619
pima_indians_diabetes,0.2,MNAR,1,default-branch,0.851316804,0.762711864,0.818181818,0.818181818,0.858585859,0.762711864,0.894736842,0.789473684
pima_indians_diabetes,0.2,MNAR,2,default-branch,0.861285583,0.857142857,0.763636364,0.763636364,0.929292929,0.857142857,0.876190476,0.807692308
pima_indians_diabetes,0.2,MNAR,3,default-branch,0.848697888,0.818181818,0.818181818,0.818181818,0.898989899,0.818181818,0.898989899,0.818181818
pima_indians_diabetes,0.2,MNAR,4,default-branch,0.854273646,0.844444444,0.690909091,0.690909091,0.929292929,0.844444444,0.844036697,0.76
pima_indians_diabetes,0.2,MNAR,5,default-branch,0.848191001,0.86,0.781818182,0.781818182,0.929292929,0.86,0.884615385,0.819047619
pima_indians_diabetes,0.2,MNAR,6,default-branch,0.862552801,0.8,0.8,0.8,0.888888889,0.8,0.888888889,0.8
pima_indians_diabetes,0.2,MNAR,7,default-branch,0.86753719,0.866666667,0.709090909,0.709090909,0.939393939,0.866666667,0.853211009,0.78
pima_indians_diabetes,0.2,MNAR,8,default-branch,0.893979798,0.92,0.836363636,0.836363636,0.95959596,0.92,0.913461538,0.876190476
pima_indians_diabetes,0.2,MNAR,9,default-branch,0.879955923,0.833333333,0.818181818,0.818181818,0.909090909,0.833333333,0.9,0.825688073
pima_indians_diabetes,0.2,MNAR,10,default-branch,0.853006428,0.893617021,0.763636364,0.763636364,0.949494949,0.893617021,0.878504673,0.823529412
pima_indians_diabetes,0.3,MCAR,1,default-branch,0.830618916,0.85,0.618181818,0.618181818,0.939393939,0.85,0.815789474,0.715789474
pima_indians_diabetes,0.3,MCAR,2,default-branch,0.843375574,0.829787234,0.709090909,0.709090909,0.919191919,0.829787234,0.85046729,0.764705882
pima_indians_diabetes,0.3,MCAR,3,default-branch,0.856216713,0.779661017,0.836363636,0.836363636,0.868686869,0.779661017,0.905263158,0.807017544
pima_indians_diabetes,0.3,MCAR,4,default-branch,0.844811754,0.857142857,0.763636364,0.763636364,0.929292929,0.857142857,0.876190476,0.807692308
pima_indians_diabetes,0.3,MCAR,5,default-branch,0.797586777,0.818181818,0.654545455,0.654545455,0.919191919,0.818181818,0.827272727,0.727272727
pima_indians_diabetes,0.3,MCAR,6,default-branch,0.830534435,0.808510638,0.690909091,0.690909091,0.909090909,0.808510638,0.841121495,0.745098039
pima_indians_diabetes,0.3,MCAR,7,default-branch,0.850049587,0.906976744,0.709090909,0.709090909,0.95959596,0.906976744,0.855855856,0.795918367
pima_indians_diabetes,0.3,MCAR,8,default-branch,0.861707989,0.860465116,0.672727273,0.672727273,0.939393939,0.860465116,0.837837838,0.755102041
pima_indians_diabetes,0.3,MCAR,9,default-branch,0.841939394,0.9,0.654545455,0.654545455,0.95959596,0.9,0.833333333,0.757894737
pima_indians_diabetes,0.3,MCAR,10,default-branch,0.841939394,0.79245283,0.763636364,0.763636364,0.888888889,0.79245283,0.871287129,0.777777778
pima_indians_diabetes,0.3,MAR,1,default-branch,0.862637282,0.803921569,0.745454545,0.745454545,0.898989899,0.803921569,0.86407767,0.773584906
pima_indians_diabetes,0.3,MAR,2,default-branch,0.855118457,0.888888889,0.727272727,0.727272727,0.949494949,0.888888889,0.862385321,0.8
pima_indians_diabetes,0.3,MAR,3,default-branch,0.843882461,0.75862069,0.8,0.8,0.858585859,0.75862069,0.885416667,0.778761062
pima_indians_diabetes,0.3,MAR,4,default-branch,0.857906336,0.857142857,0.763636364,0.763636364,0.929292929,0.857142857,0.876190476,0.807692308
pima_indians_diabetes,0.3,MAR,5,default-branch,0.835772268,0.722222222,0.709090909,0.709090909,0.848484848,0.722222222,0.84,0.71559633
pima_indians_diabetes,0.3,MAR,6,default-branch,0.854780533,0.796296296,0.781818182,0.781818182,0.888888889,0.796296296,0.88,0.788990826
pima_indians_diabetes,0.3,MAR,7,default-branch,0.851654729,0.793103448,0.836363636,0.836363636,0.878787879,0.793103448,0.90625,0.814159292
pima_indians_diabetes,0.3,MAR,8,default-branch,0.852837466,0.85106383,0.727272727,0.727272727,0.929292929,0.85106383,0.859813084,0.784313725
pima_indians_diabetes,0.3,MAR,9,default-branch,0.841939394,0.833333333,0.727272727,0.727272727,0.919191919,0.833333333,0.858490566,0.776699029
pima_indians_diabetes,0.3,MAR,10,default-branch,0.849880624,0.843137255,0.781818182,0.781818182,0.919191919,0.843137255,0.883495146,0.811320755
pima_indians_diabetes,0.3,MNAR,1,default-branch,0.826394858,0.803921569,0.745454545,0.745454545,0.898989899,0.803921569,0.86407767,0.773584906
pima_indians_diabetes,0.3,MNAR,2,default-branch,0.861370064,0.872340426,0.745454545,0.745454545,0.939393939,0.872340426,0.869158879,0.803921569
pima_indians_diabetes,0.3,MNAR,3,default-branch,0.859680441,0.8125,0.709090909,0.709090909,0.909090909,0.8125,0.849056604,0.757281553
pima_indians_diabetes,0.3,MNAR,4,default-branch,0.857990817,0.811320755,0.781818182,0.781818182,0.898989899,0.811320755,0.881188119,0.796296296
pima_indians_diabetes,0.3,MNAR,5,default-branch,0.817439853,0.787234043,0.672727273,0.672727273,0.898989899,0.787234043,0.831775701,0.725490196
pima_indians_diabetes,0.3,MNAR,6,default-branch,0.825719008,0.85,0.618181818,0.618181818,0.939393939,0.85,0.815789474,0.715789474
pima_indians_diabetes,0.3,MNAR,7,default-branch,0.870662994,0.891304348,0.745454545,0.745454545,0.949494949,0.891304348,0.87037037,0.811881188
pima_indians_diabetes,0.3,MNAR,8,default-branch,0.836786042,0.803921569,0.745454545,0.745454545,0.898989899,0.803921569,0.86407767,0.773584906
pima_indians_diabetes,0.3,MNAR,9,default-branch,0.854273646,0.872340426,0.745454545,0.745454545,0.939393939,0.872340426,0.869158879,0.803921569
pima_indians_diabetes,0.3,MNAR,10,default-branch,0.863735537,0.843137255,0.781818182,0.781818182,0.919191919,0.843137255,0.883495146,0.811320755
,,,,,,,,,,,,
,,,,,0.873632551,0.885219479,0.75687368,0.75687368,0.946389633,0.885219479,0.897500726,0.805043138
,,,,,0.977701057,0.914889112,0.775845804,0.873405525,0.965483871,0.906719654,0.969745585,0.887282289
